region;price;year;manufacturer;model;condition;cylinders;fuel;transmission;type;paint_color;state
jonesboro;6950;2006;toyota;solara;excellent;6 cylinders;gas;automatic;coupe;silver;ar
little rock;6950;2007;ford;f350 super duty;good;10 cylinders;gas;automatic;bus;white;ar
bakersfield;6950;2008;nissan;altima se;excellent;6 cylinders;gas;automatic;sedan;black;ca
bakersfield;6950;2012;hyundai;sonata;excellent;4 cylinders;gas;automatic;sedan;black;ca
inland empire;6950;2010;subaru;impreza 2.5i awd 4d;excellent;4 cylinders;gas;automatic;sedan;silver;ca
los angeles;6950;1974;dodge;dart;good;6 cylinders;gas;automatic;sedan;green;ca
los angeles;6950;2007;jeep;compass;excellent;4 cylinders;gas;automatic;SUV;silver;ca
birmingham;6900;2008;ford;escape hev;good;4 cylinders;hybrid;automatic;SUV;white;al
birmingham;6900;2001;jeep;cherokee sport;excellent;6 cylinders;gas;automatic;SUV;white;al
birmingham;6900;2010;mazda;3i;good;4 cylinders;gas;automatic;sedan;grey;al
gadsden-anniston;6900;2010;chevrolet;malibu lt;excellent;6 cylinders;gas;automatic;sedan;white;al
huntsville / decatur;6900;2006;pontiac;solstice;like new;4 cylinders;gas;manual;convertible;blue;al
huntsville / decatur;6900;2012;ford;focus se;excellent;4 cylinders;gas;automatic;sedan;white;al
huntsville / decatur;6900;2003;ford;ranger edge 4x4;good;6 cylinders;gas;automatic;pickup;white;al
huntsville / decatur;6900;2003;ford;ranger edge 4x4;good;6 cylinders;gas;automatic;pickup;white;al
mobile;6900;2009;volkswagen;beetle convertible;excellent;5 cylinders;gas;automatic;convertible;silver;al
anchorage / mat-su;6900;2009;subaru;legacy;excellent;4 cylinders;gas;automatic;sedan;silver;ak
flagstaff / sedona;6900;2008;subaru;outback 2.5;good;4 cylinders;gas;manual;wagon;blue;az
flagstaff / sedona;6900;1999;bmw;540i;excellent;8 cylinders;gas;automatic;sedan;blue;az
flagstaff / sedona;6900;2008;subaru;outback 2.5;good;4 cylinders;gas;manual;wagon;blue;az
mohave county;6900;1991;chevrolet;corvette coupe;good;8 cylinders;gas;automatic;coupe;blue;az
mohave county;6900;2001;chevrolet;camaro;like new;8 cylinders;gas;automatic;coupe;white;az
phoenix;6900;2011;dodge;grand caravan crew;excellent;6 cylinders;gas;automatic;van;red;az
phoenix;6900;2016;mazda;mazda6 i touring;excellent;4 cylinders;gas;automatic;sedan;grey;az
phoenix;6900;2013;volkswagen;passat tdi;excellent;4 cylinders;diesel;automatic;sedan;white;az
phoenix;6900;2011;subaru;outback;good;6 cylinders;gas;manual;SUV;blue;az
phoenix;6900;2012;volkswagen;cc;excellent;4 cylinders;gas;automatic;sedan;custom;az
phoenix;6900;2006;volkswagen;passat;excellent;6 cylinders;gas;automatic;sedan;grey;az
phoenix;6900;2008;ford;explorer 4x4 xlt;excellent;6 cylinders;gas;automatic;SUV;silver;az
tucson;6900;2007;honda;civic ex;excellent;4 cylinders;gas;automatic;sedan;silver;az
tucson;6900;2017;hyundai;accent se;good;4 cylinders;gas;automatic;sedan;grey;az
tucson;6900;2011;lincoln;mkz;excellent;6 cylinders;gas;automatic;sedan;white;az
fayetteville;6900;2008;hyundai;tiburon se;excellent;6 cylinders;gas;automatic;coupe;blue;ar
fayetteville;6900;2008;toyota;scion xb;excellent;4 cylinders;gas;automatic;hatchback;white;ar
fayetteville;6900;2008;honda;accord ex-l v6 sedan;excellent;6 cylinders;gas;automatic;sedan;red;ar
fayetteville;6900;2012;toyota;prius v;like new;4 cylinders;hybrid;automatic;van;silver;ar
fayetteville;6900;2012;chevrolet;cruze;good;4 cylinders;gas;manual;sedan;silver;ar
fayetteville;6900;2004;chevrolet;silverado 1500;good;8 cylinders;gas;automatic;truck;silver;ar
fayetteville;6900;2012;toyota;prius v;like new;4 cylinders;hybrid;automatic;SUV;silver;ar
little rock;6900;2015;chevrolet;silverado;fair;8 cylinders;gas;automatic;pickup;white;ar
bakersfield;6900;2006;volkswagen;gti;excellent;4 cylinders;gas;automatic;hatchback;black;ca
bakersfield;6900;2014;chevrolet;impala limited;excellent;6 cylinders;gas;automatic;sedan;silver;ca
fresno / madera;6900;2012;hyundai;sonata;excellent;4 cylinders;gas;automatic;sedan;black;ca
fresno / madera;6900;2009;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;white;ca
inland empire;6900;2007;lexus;gs350;good;6 cylinders;gas;automatic;sedan;white;ca
inland empire;6900;2011;hyundai;elantra limited;good;4 cylinders;gas;automatic;sedan;blue;ca
inland empire;6900;2014;nissan;altima;like new;4 cylinders;gas;automatic;sedan;black;ca
inland empire;6900;2007;volvo;c70 convertible;like new;5 cylinders;gas;automatic;convertible;silver;ca
inland empire;6900;1993;ford;ranger;excellent;6 cylinders;gas;automatic;truck;white;ca
inland empire;6900;2009;ford;escape hybrid limited;excellent;4 cylinders;hybrid;automatic;SUV;green;ca
inland empire;6900;2014;nissan;altima sv;excellent;4 cylinders;gas;automatic;sedan;silver;ca
inland empire;6900;2008;volvo;s40;excellent;5 cylinders;gas;automatic;sedan;silver;ca
inland empire;6900;2012;fiat;500;excellent;4 cylinders;gas;manual;hatchback;grey;ca
los angeles;6900;2005;toyota;sequoia;excellent;8 cylinders;gas;automatic;SUV;grey;ca
los angeles;6900;1980;chevrolet;el camino;good;8 cylinders;gas;automatic;pickup;white;ca
phoenix;6899;2003;bmw;330ci;like new;4 cylinders;gas;automatic;coupe;silver;az
birmingham;6895;1995;gmc;sonoma;good;6 cylinders;gas;automatic;pickup;red;al
mobile;6895;2008;mercedes-benz;benz e320;good;6 cylinders;diesel;automatic;sedan;silver;al
mohave county;6895;2003;lexus;sc430 convertible;like new;8 cylinders;gas;automatic;convertible;white;az
mohave county;6895;2005;bmw;330ci;excellent;6 cylinders;gas;automatic;convertible;black;az
sierra vista;6895;2001;toyota;4runner limited v6;good;6 cylinders;gas;automatic;other;silver;az
tucson;6890;2006;saturn;vue;excellent;6 cylinders;gas;automatic;SUV;green;az
huntsville / decatur;6877;2010;acura;tsx tech pkg;excellent;4 cylinders;gas;automatic;sedan;black;al
huntsville / decatur;6877;2009;acura;tsx;excellent;4 cylinders;gas;automatic;sedan;black;al
tucson;6860;2009;mini;cooper s;excellent;4 cylinders;gas;automatic;hatchback;black;az
anchorage / mat-su;6850;2008;audi;a4;excellent;4 cylinders;gas;automatic;sedan;grey;ak
anchorage / mat-su;6850;2008;audi;a4;excellent;4 cylinders;gas;automatic;sedan;grey;ak
jonesboro;6850;2012;kia;sorento ex v6;good;6 cylinders;gas;automatic;SUV;grey;ar
bakersfield;6850;2010;toyota;matrix s;excellent;4 cylinders;gas;automatic;wagon;grey;ca
inland empire;6850;2000;ford;expedition xlt;excellent;8 cylinders;gas;automatic;SUV;silver;ca
birmingham;6800;2004;mercedes-benz;clk320;good;6 cylinders;gas;automatic;convertible;silver;al
birmingham;6800;2010;nissan;altima;like new;4 cylinders;gas;automatic;coupe;black;al
birmingham;6800;2003;ford;f-150;excellent;8 cylinders;gas;automatic;truck;white;al
huntsville / decatur;6800;2012;toyota;corolla;excellent;4 cylinders;gas;manual;sedan;blue;al
mobile;6800;2018;lexus;rx 350;good;6 cylinders;gas;automatic;SUV;white;al
phoenix;6800;2001;lincoln;ls;like new;8 cylinders;gas;automatic;sedan;white;az
phoenix;6800;2010;honda;pilot ex-l;excellent;6 cylinders;gas;automatic;SUV;silver;az
phoenix;6800;2012;mazda;mazda3;good;4 cylinders;gas;automatic;sedan;black;az
prescott;6800;2002;toyota;rav4;excellent;4 cylinders;gas;automatic;SUV;grey;az
tucson;6800;2011;honda;civic;excellent;4 cylinders;gas;automatic;sedan;grey;az
yuma;6800;2004;gmc;yukon;good;8 cylinders;gas;automatic;SUV;red;az
fayetteville;6800;2001;toyota;4runner sr5 4x4;good;6 cylinders;gas;automatic;SUV;silver;ar
fayetteville;6800;2010;toyota;scion xb;excellent;4 cylinders;gas;automatic;hatchback;white;ar
little rock;6800;2010;nissan;xterra;like new;6 cylinders;gas;automatic;SUV;grey;ar
chico;6800;2010;toyota;prius;excellent;4 cylinders;hybrid;automatic;hatchback;silver;ca
gold country;6800;2015;nissan;leaf;good;other;electric;other;hatchback;white;ca
inland empire;6800;2008;buick;enclave;excellent;6 cylinders;gas;automatic;SUV;brown;ca
los angeles;6800;1999;toyota;tacoma;good;6 cylinders;gas;automatic;pickup;red;ca
los angeles;6800;2011;bmw;328i;like new;6 cylinders;gas;automatic;sedan;black;ca
inland empire;6789;2010;toyota;corolla le;good;4 cylinders;gas;automatic;sedan;white;ca
prescott;6750;2012;ford;fusion;excellent;4 cylinders;gas;automatic;sedan;white;az
tucson;6750;2013;nissan;rogue s awd;like new;4 cylinders;gas;automatic;SUV;red;az
tucson;6750;2013;nissan;rogue s awd;like new;4 cylinders;gas;automatic;SUV;red;az
fayetteville;6750;2014;nissan;altima sv;like new;4 cylinders;gas;automatic;sedan;white;ar
fayetteville;6750;2004;chevrolet;tahoe;good;8 cylinders;gas;automatic;SUV;white;ar
fayetteville;6750;2011;chevrolet;equinox lt;like new;4 cylinders;gas;automatic;SUV;silver;ar
jonesboro;6750;2013;chrysler;town & country;good;6 cylinders;gas;automatic;van;white;ar
fresno / madera;6750;2012;kia;soul+;good;4 cylinders;gas;automatic;hatchback;grey;ca
fresno / madera;6750;1991;buick;roadmaster;good;8 cylinders;gas;automatic;wagon;white;ca
bakersfield;6726;2010;nissan;sentra;excellent;4 cylinders;gas;manual;sedan;silver;ca
montgomery;6700;2014;chrysler;200;good;6 cylinders;gas;automatic;sedan;red;al
anchorage / mat-su;6700;2006;toyota;sienna xle limited awd;good;6 cylinders;gas;automatic;mini-van;silver;ak
mohave county;6700;1999;chevrolet;tracker;excellent;4 cylinders;gas;automatic;SUV;black;az
phoenix;6700;2006;toyota;sienna xle limited;excellent;6 cylinders;gas;automatic;mini-van;silver;az
tucson;6700;2008;acura;mdx sh-awd 4dr suv;good;6 cylinders;gas;automatic;SUV;white;az
tucson;6700;2009;lexus;is250;good;6 cylinders;gas;automatic;sedan;blue;az
fayetteville;6700;1993;toyota;camry;like new;6 cylinders;gas;automatic;sedan;silver;ar
fayetteville;6700;2013;ford;edge;good;6 cylinders;gas;automatic;sedan;silver;ar
bakersfield;6700;2007;bmw;328i;excellent;6 cylinders;gas;automatic;sedan;green;ca
fresno / madera;6700;2006;mazda;miata mx5;good;4 cylinders;gas;manual;convertible;blue;ca
humboldt county;6700;1989;toyota;22re;fair;4 cylinders;gas;manual;truck;black;ca
inland empire;6700;2012;nissan;sentra;excellent;4 cylinders;gas;automatic;sedan;grey;ca
inland empire;6700;2011;hyundai;sonata gls;excellent;4 cylinders;gas;automatic;sedan;blue;ca
los angeles;6700;2008;toyota;prius;excellent;4 cylinders;hybrid;automatic;sedan;blue;ca
los angeles;6700;2005;lexus;rx330;good;6 cylinders;gas;automatic;SUV;black;ca
tucson;6699;2007;honda;odyssey;good;6 cylinders;gas;automatic;mini-van;white;az
little rock;6695;1991;chrysler;le baron;excellent;6 cylinders;gas;automatic;convertible;red;ar
jonesboro;6650;2013;jeep;patriot 4 door;good;4 cylinders;gas;automatic;SUV;white;ar
phoenix;6600;2013;kia;soul;excellent;4 cylinders;gas;automatic;hatchback;silver;az
phoenix;6600;2008;infiniti;g37;good;6 cylinders;gas;manual;coupe;blue;az
texarkana;6600;2007;dodge;magnum;good;8 cylinders;gas;automatic;wagon;black;ar
inland empire;6600;2017;hyundai;accent se sedan 4d;excellent;4 cylinders;gas;automatic;sedan;black;ca
birmingham;6599;2010;toyota;sienna xle;good;6 cylinders;gas;automatic;mini-van;brown;al
mobile;6599;2008;mercedes-benz;benz gl450;excellent;8 cylinders;gas;automatic;SUV;silver;al
mobile;6599;2004;gmc;sierra;good;8 cylinders;gas;automatic;truck;silver;al
phoenix;6599;2013;chevrolet;sonic lt;excellent;4 cylinders;gas;manual;sedan;white;az
phoenix;6599;2009;hyundai;genesis;excellent;8 cylinders;gas;automatic;sedan;silver;az
inland empire;6595;2004;toyota;rv4;excellent;4 cylinders;gas;automatic;SUV;white;ca
sierra vista;6550;2001;mercedes-benz;benz cl500;excellent;8 cylinders;gas;automatic;coupe;black;az
los angeles;6540;2017;mitsubishi;mirage g4 es;excellent;3 cylinders;gas;automatic;sedan;black;ca
birmingham;6500;2003;chevrolet;tahoe z71;like new;8 cylinders;gas;automatic;SUV;silver;al
birmingham;6500;2011;toyota;camry xle;good;6 cylinders;gas;automatic;sedan;black;al
dothan;6500;2007;chevrolet;silverado;good;8 cylinders;gas;automatic;truck;white;al
dothan;6500;1999;ford;mustang;good;8 cylinders;gas;automatic;coupe;white;al
florence / muscle shoals;6500;1986;chevrolet;k10 4x4;good;8 cylinders;gas;automatic;pickup;brown;al
gadsden-anniston;6500;2003;chevrolet;tahoe;excellent;8 cylinders;gas;automatic;SUV;silver;al
huntsville / decatur;6500;2001;dodge;dakota;good;8 cylinders;gas;automatic;pickup;red;al
huntsville / decatur;6500;1984;chevrolet;k5 blazer;fair;8 cylinders;gas;automatic;SUV;black;al
huntsville / decatur;6500;2007;subaru;forrester;good;4 cylinders;gas;automatic;hatchback;black;al
huntsville / decatur;6500;2011;hyundai;genesis coupe 2.0t;excellent;4 cylinders;gas;automatic;coupe;red;al
huntsville / decatur;6500;1984;chevrolet;k5 blazer;fair;8 cylinders;gas;automatic;SUV;black;al
mobile;6500;2003;chevrolet;tahoe;fair;6 cylinders;gas;automatic;SUV;black;al
mobile;6500;2005;chevrolet;silverado 2500hd;good;8 cylinders;gas;automatic;pickup;white;al
mobile;6500;2008;lexus;es 350;good;6 cylinders;gas;automatic;sedan;blue;al
anchorage / mat-su;6500;2011;kia;sorrento ex;excellent;4 cylinders;gas;automatic;SUV;black;ak
anchorage / mat-su;6500;2001;chevrolet;silverado;good;8 cylinders;gas;automatic;truck;white;ak
fairbanks;6500;2008;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;blue;ak
fairbanks;6500;1982;mercedes-benz;benz;good;5 cylinders;diesel;automatic;sedan;blue;ak
kenai peninsula;6500;1967;chevrolet;el camino;fair;8 cylinders;gas;automatic;other;purple;ak
mohave county;6500;1978;ford;ranchero;good;8 cylinders;gas;automatic;pickup;red;az
mohave county;6500;2017;chevrolet;sonic lt;excellent;4 cylinders;gas;automatic;other;red;az
phoenix;6500;2013;volkswagen;passat tdi;excellent;4 cylinders;diesel;automatic;sedan;white;az
phoenix;6500;2007;toyota;corolla;good;4 cylinders;gas;manual;sedan;grey;az
phoenix;6500;2006;buick;lucerne;good;8 cylinders;gas;automatic;sedan;green;az
phoenix;6500;2015;nissan;versa;excellent;4 cylinders;gas;automatic;sedan;grey;az
phoenix;6500;2007;acura;tl type-s;good;6 cylinders;gas;automatic;sedan;silver;az
phoenix;6500;2011;dodge;grand caravan crew;excellent;6 cylinders;gas;automatic;van;red;az
phoenix;6500;2011;subaru;outback premium;excellent;4 cylinders;gas;automatic;sedan;red;az
phoenix;6500;2011;toyota;corolla;good;4 cylinders;gas;automatic;sedan;grey;az
phoenix;6500;1976;chevrolet;el camino;good;8 cylinders;gas;automatic;pickup;yellow;az
prescott;6500;2000;ford;e150 econoline van;excellent;8 cylinders;gas;automatic;van;red;az
prescott;6500;2001;ram;2500 4x4;good;8 cylinders;gas;automatic;truck;white;az
prescott;6500;2003;gmc;evoy;excellent;6 cylinders;gas;automatic;SUV;brown;az
prescott;6500;1996;ford;mustang;good;8 cylinders;gas;manual;coupe;white;az
prescott;6500;2005;nissan;altima;good;4 cylinders;gas;automatic;sedan;silver;az
tucson;6500;2002;lincoln;blackwood;good;8 cylinders;gas;automatic;truck;black;az
tucson;6500;1984;cadillac;fleetwood brougham;excellent;8 cylinders;gas;automatic;sedan;brown;az
tucson;6500;1981;chevrolet;el camino;good;8 cylinders;gas;automatic;other;custom;az
tucson;6500;2007;ford;f150 xl;good;8 cylinders;gas;automatic;truck;white;az
yuma;6500;1986;toyota;pickup;good;4 cylinders;gas;manual;pickup;white;az
yuma;6500;2012;toyota;yaris le 3 dr;excellent;4 cylinders;gas;automatic;coupe;silver;az
fayetteville;6500;2015;nissan;versa note sv;like new;4 cylinders;gas;automatic;hatchback;black;ar
fayetteville;6500;2004;chevrolet;silverado;excellent;8 cylinders;gas;automatic;truck;silver;ar
fayetteville;6500;2012;volvo;s 60;good;5 cylinders;gas;automatic;sedan;black;ar
fayetteville;6500;2013;nissan;altima;good;4 cylinders;gas;automatic;sedan;black;ar
fayetteville;6500;2013;nissan;maxima;good;6 cylinders;gas;automatic;sedan;black;ar
jonesboro;6500;2006;ford;expedition eddie bauer 4wd;like new;8 cylinders;gas;automatic;SUV;brown;ar
little rock;6500;1994;chevrolet;corvette;good;8 cylinders;gas;automatic;coupe;red;ar
little rock;6500;1997;lincoln;town car;like new;8 cylinders;gas;automatic;sedan;white;ar
little rock;6500;2010;hyundai;sonata;like new;4 cylinders;gas;automatic;sedan;blue;ar
bakersfield;6500;1986;ford;bronco eddie bauer;excellent;8 cylinders;gas;automatic;truck;brown;ca
bakersfield;6500;2007;bmw;x3 3.0si;like new;6 cylinders;gas;automatic;SUV;silver;ca
chico;6500;1993;jeep;wrangler yj;good;6 cylinders;gas;automatic;offroad;brown;ca
chico;6500;2010;toyota;camry;excellent;4 cylinders;gas;automatic;sedan;blue;ca
chico;6500;2007;ford;mustang;good;6 cylinders;gas;automatic;coupe;red;ca
fresno / madera;6500;2006;chevrolet;silverado 1500;good;6 cylinders;gas;automatic;truck;white;ca
gold country;6500;1994;ford;explorer;excellent;6 cylinders;gas;manual;SUV;white;ca
gold country;6500;2005;ford;f-150;good;8 cylinders;gas;automatic;truck;white;ca
gold country;6500;2005;jeep;grand cherokee;good;8 cylinders;gas;automatic;SUV;brown;ca
hanford-corcoran;6500;1950;ford;coupe;salvage;8 cylinders;gas;manual;coupe;custom;ca
hanford-corcoran;6500;2007;toyota;solara;excellent;6 cylinders;gas;automatic;convertible;white;ca
humboldt county;6500;1993;toyota;4runner sr5 4wd;excellent;6 cylinders;gas;manual;SUV;silver;ca
humboldt county;6500;2000;toyota;tacoma 4x4;good;4 cylinders;gas;automatic;truck;green;ca
inland empire;6500;2011;bmw;328i;good;6 cylinders;gas;automatic;sedan;grey;ca
inland empire;6500;2013;nissan;sentra sl;like new;4 cylinders;gas;automatic;sedan;silver;ca
inland empire;6500;2004;dodge;durango slt;excellent;8 cylinders;gas;automatic;SUV;grey;ca
inland empire;6500;2009;honda;odyssey touring;excellent;6 cylinders;gas;automatic;mini-van;grey;ca
inland empire;6500;2003;gmc;yukon;excellent;8 cylinders;gas;automatic;SUV;custom;ca
inland empire;6500;2008;ford;ranger;good;6 cylinders;gas;automatic;truck;white;ca
inland empire;6500;1999;ford;f800;good;6 cylinders;diesel;manual;truck;white;ca
inland empire;6500;2002;toyota;4runner limited;excellent;6 cylinders;gas;automatic;SUV;silver;ca
inland empire;6500;2012;honda;pilot;good;6 cylinders;gas;automatic;SUV;black;ca
los angeles;6500;2010;toyota;scion xb;good;4 cylinders;gas;automatic;wagon;custom;ca
los angeles;6500;2004;gmc;yukon denali;excellent;8 cylinders;gas;automatic;SUV;white;ca
los angeles;6500;2007;honda;civic lx;excellent;4 cylinders;gas;automatic;sedan;blue;ca
los angeles;6500;2008;mercedes-benz;benz ml350 4matic;good;6 cylinders;gas;automatic;SUV;white;ca
los angeles;6500;2012;fiat;500 sport;excellent;4 cylinders;gas;manual;hatchback;green;ca
los angeles;6500;2002;chevrolet;s10;excellent;4 cylinders;gas;automatic;pickup;white;ca
los angeles;6500;2010;toyota;prius;excellent;4 cylinders;hybrid;automatic;hatchback;silver;ca
los angeles;6500;2013;hyundai;sonata;good;4 cylinders;gas;automatic;sedan;black;ca
huntsville / decatur;6499;2012;nissan;altima;excellent;4 cylinders;gas;automatic;sedan;silver;al
huntsville / decatur;6499;2012;chevrolet;cruze ls;excellent;4 cylinders;gas;automatic;sedan;blue;al
mobile;6499;2006;lexus;rx 300;like new;6 cylinders;gas;automatic;SUV;black;al
